id	surface form	sign span	morphological parsing	DULAT	POS	gloss	comments
159978	ymm	[y]mm    	ym(II)/~m	ym (II)	n. m. abs. nom. sg.	sea	Migrated from legacy reviewed tokenization.
159979	l	l 	l(III)	l (III)	functor	certainly	
159980	yrḫml	yrḫm . l 	?	?	?	?	DULAT: NOT FOUND | Migrated from legacy reviewed tokenization.
159981	yrḫm	yrḫm	yrḫ/m	yrḫ	n. m. pl. abs. gen.	month	
# KTU 1.6 V:8							
159982	l	l 	l(III)	l (III)	functor	certainly	
159983	šnt	šnt  	šn(t(I)/t	šnt (I)	n. f. sg. abs. gen.	year	Or pl. (spelled alike).
159984	mk	m[k]    	mk(II)	mk (II)	deictic functor	behold!	
159985	b	b 	b	b	prep.	in	
159986	šbˤ	šbʿ	šbˤ(I)/	šbʕ (I)	n. num.	seven	'in the seventh year'.
# KTU 1.6 V:9							
159987	šnt	šnt  	šn(t(I)/t	šnt (I)	n. f. sg. abs. gen.	year	
159988	w	w 	w	w	conj.	and	
159989	kr	kr  	kr[	/k-r/	vb G suffc. 3 m. sg.	to be furious, enraged	DULAT also cites /r-k(-k)/ 'to relent' here; broken sense.
159990	bn	bn  	bn(I)/	bn (I)	n. m. sg. cstr. nom.	son	
159991	ilm	ilm  	il(I)/m	ỉl (I)	n. m. pl. abs. gen.	god	bn ilm mt 'the son of El/the gods, Môt'; or il + encl. -m.
159991	ilm	ilm  	il(I)/~m	ỉl (I)	n. m. sg. abs. gen + encl. -m	god	bn ilm mt: il + encl. -m (sg. 'El/god'); EUPT reads sg. il + EP -m.
159992	mt	mt	mt(II)/	mt (II)	DN m. sg. abs. nom.	Môt	
# KTU 1.6 V:10							
159993	ˤm	ʿm  	ˤm(I)	ʕm (I)	prep.	to, towards	
159994	aliyn	aliyn  	aliyn/	ảlỉyn	adj. m. sg. abs. gen.	The Very / Most Powerful	
159995	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. gen.	Baʿlu/Baal	
159996	yšu	yšu	!y!(nš(ʔ[&u	/n-š-ʔ/	vb G prefc. 3 m. sg.	to raise	
# KTU 1.6 V:11							
159997	gh	gh  	g/+h	g	n. m. sg. cstr. acc. + 3 m. sg. suff.	(loud) voice	'he raises his voice' (Mot).
159998	w	w 	w	w	conj.	and	
159999	yṣḥ	yṣḥ  	!y!ṣḥ[	/ṣ-ḥ/	vb G prefc. 3 m. sg.	to exclaim	
160000	ˤlk	ʿlk  	ˤl(I)+k	ʕl (I)	prep. + 2 m. sg. suff.	upon, against	'because of you, O Baal, I experienced…' (Mot's complaint).
160001	bˤlm	bʿlm	bˤl(II)/~m	bʕl (II)	DN m. sg. abs. nom. + encl. -m	Baʿlu/Baal	DULAT cites -m (II) here: ʕlk bʕlm.
# KTU 1.6 V:12							
160002	pht	pht  	ph(y[t	/p-h-y/	vb G suffc. 1 c. sg.	to see, experience	DULAT cites /p-h-y/: ʕlk pht qlt.
160003	qlt	qlt  	ql(t(I)/t	qlt (I)	n. f. sg. abs. acc.	vileness	DULAT qlt (I) n.; Ksenia reads vb /q-l/ 'fall'.
160004	ˤlk	ʿlk  	ˤl(I)+k	ʕl (I)	prep. + 2 m. sg. suff.	upon, against	
160005	pht	pht	ph(y[t	/p-h-y/	vb G suffc. 1 c. sg.	to see, experience	
# KTU 1.6 V:13							
160006	dry	dry  	!!dry[/	/d-r-y/	vb G inf. abs. acc.	winnowing	'I experienced winnowing with a sword' (DULAT: ʕlk pht dry).
160007	b	b 	b	b	prep.	with	
160008	ḥrb	ḥrb  	ḥrb/	ḥrb	n. f. sg. abs. gen.	knife, sword	EUPT genders m.
160009	ˤlk	ʿlk	ˤl(I)+k	ʕl (I)	prep. + 2 m. sg. suff.	upon, against	
# KTU 1.6 V:14							
160010	pht	pht  	ph(y[t	/p-h-y/	vb G suffc. 1 c. sg.	to see, experience	
160011	šrp	šrp  	!!šrp[/	/š-r-p/	vb G inf. abs. acc.	burning	DULAT cites /š-r-p/: pht šrp b išt.
160012	b	b 	b	b	prep.	in	
160013	išt	išt	iš(t/t	ỉšt	n. f. sg. abs. gen.	fire	
# KTU 1.6 V:15							
160014	ˤlk	ʿlk  	ˤl(I)+k	ʕl (I)	prep. + 2 m. sg. suff.	upon, against	
160015	pht	[pht  ]  	ph(y[t	/p-h-y/	vb G suffc. 1 c. sg.	to see, experience	
160016	ṭḥn	[ṭḥ]n    	!!ṭḥn[/	/ṭ-ḥ-n/	vb G inf. abs. acc.	grinding	
160017	b	b 	b	b	prep.	with	
160018	rḥ	rḥ	rḥ(III)/m	rḥ (III)	n. m. du. abs. gen.	millstone	MERGE WITH THE NEXT: rḥ+m = rḥm, split across lines V:15/16; DULAT cites rḥ (III) here.
# KTU 1.6 V:16							
160019	m	m  	rḥ(III)/m	rḥ (III)	n. m. du. abs. gen.	millstone	MERGE WITH THE PREVIOUS.
160020	ˤlk	ʿ[lk ]   	ˤl(I)+k	ʕl (I)	prep. + 2 m. sg. suff.	upon, against	
160021	pht	pht [ ]  	ph(y[t	/p-h-y/	vb G suffc. 1 c. sg.	to see, experience	
160022	dry	[dr]y    	!!dry[/	/d-r-y/	vb G inf. abs. acc.	winnowing	
160023	b	b 	b	b	prep.	with	
160024	kbrt	kbrt	kbr(t/t	kbrt	n. f. sg. abs. gen.	sieve	
# KTU 1.6 V:17							
160025	ˤlk	ʿlk  	ˤl(I)+k	ʕl (I)	prep. + 2 m. sg. suff.	upon, against	
160026	pht	pht  	ph(y[t	/p-h-y/	vb G suffc. 1 c. sg.	to see, experience	
160027	ġly	ġly  	!!ġly[/	/ġ-l-y/	vb G inf. abs. acc.	wasting away	DULAT: 'to lose the proper aspect, vitality': ʕlk pht ġly b šdm.
160028	b	[[b ]] 	b	b	prep.	in	b š[dm] broken off at line end, rewritten at the start of V:18.
160029	š	[[š]]	?	?	?	?	Incomplete šdm, rewritten in V:18 (scribal); Ksenia: š 'ram'.
# KTU 1.6 V:18							
160030	b	b 	b	b	prep.	in	
160031	šdm	šdm  	šd(I)/m	šd (I)	n. m. pl. abs. gen.	open field	
160032	ˤlk	ʿlk     	ˤl(I)+k	ʕl (I)	prep. + 2 m. sg. suff.	upon, against	
160033	pht	pht	ph(y[t	/p-h-y/	vb G suffc. 1 c. sg.	to see, experience	
# KTU 1.6 V:19							
160034	drˤ	drʿ  	!!drˤ[/	/d-r-ʕ/	vb G inf. abs. acc.	sowing	'I experienced sowing in the sea' (DULAT).
160035	b	b 	b	b	prep.	in	
160036	ym	ym  	ym(II)/	ym (II)	n. m. sg. abs. gen.	sea	DULAT cites ym (II) here.
160037	tn	tn  	!!(ytn[	/y-t-n/	vb G impv. m. sg.	to give	'Give up one of your brothers, that I may devour (him)' (Mot to Baal).
160038	aḥd	aḥd	aḥd/	ảḥd	num. m. sg. abs. acc.	one	
160038	aḥd	aḥd	aḥd/	ảḥd	adj. m. sg. abs. acc.	one	EUPT: adj. 'single, alone'.
# KTU 1.6 V:20							
160039	b	b  	b	b	prep.	among	
160040	aḫk	aḫk  	aḫ(I)/+k	ảḫ (I)	n. m. pl. cstr. gen. + 2 m. sg. suff.	brother (by blood)	'your brothers'.
160041	ispa	ispa  	!(ʔ&i!sp(ʔ[&a	/s-p-ʔ/	vb G prefc. 1 c. sg.	to devour	
160042	w	w 	w	w	conj.	and	
160043	yṯb	yṯb	!y!(yṯb[	/y-ṯ-b/	vb G prefc. 3 m. sg.	to turn back, subside	w yṯb ap d anšt 'and the anger I feel will subside' (DULAT).
# KTU 1.6 V:21							
160044	ap	ap  	ap(II)/	ảp (II)	n. m. sg. abs. nom.	nose > anger	DULAT cites ảp (II): ảp d ảnšt.
160045	d	d 	d	d	det. or rel. functor	which	
160046	anšt	anšt  	(ʔ&anš[t	/ʔ-n-š/	vb G suffc. 1 c. sg.	to languish, be ill (with anger)	
160047	im	im	im	ỉm	conj.	if	DULAT cites ỉm: ỉm ảḥd b ảḫk (l ttn).
# KTU 1.6 V:22							
160048	aḥd	aḥd  	aḥd/	ảḥd	num. m. sg. abs. acc.	one	
160048	aḥd	aḥd  	aḥd/	ảḥd	adj. m. sg. abs. acc.	one	EUPT: adj. 'single, alone'.
160049	b	b 	b	b	prep.	among	
160050	aḫk	aḫk  	aḫ(I)/+k	ảḫ (I)	n. m. pl. cstr. gen. + 2 m. sg. suff.	brother (by blood)	
160051	l	l 	l(II)	l (II)	adv.	not	'if you do not give one of your brothers'.
160052	ttn	ttn	!t=!(ytn[	/y-t-n/	vb G prefc. 2 m. sg.	to give	
# KTU 1.6 V:23							
160053	w	w 	w	w	conj.	and	
160054	hn	hn  	hn	hn	deictic functor	behold!	DULAT cites hn here (broken context).
160055	aḥẓxxxxl	aḥẓx[xxx]l	?	?	?	?	DULAT: ảḥẓx[ in broken context (1.6 V 23).
# KTU 1.6 V:24							
160056	xdxx	[x]dxx    	?	?	?	?	
160057	akly	akly[  ]  	!(ʔ&a!kly[:d	/k-l-y/	vb D prefc. 1 c. sg.	to finish (off), consume	'I will consume humans, consume the multitudes of the earth' (Mot); or ảkl + -y 'my food'.
160058	bn	[bn ] 	bn(I)/	bn (I)	n. m. pl. cstr. acc.	son	
160059	nšm	[nšm]	nš(m/m	nšm	n. m. pl. tant. abs. gen.	people, men	
# KTU 1.6 V:25							
160060	akly	akly  	!(ʔ&a!kly[:d	/k-l-y/	vb D prefc. 1 c. sg.	to finish (off), consume	
160061	hmlt	hml[t  ]  	hml(t/t=	hmlt	n. f. pl. tant. cstr. acc.	multitude	
160062	arṣ	[arṣ]	arṣ/	ảrṣ	n. f. sg. abs. gen.	earth	
# KTU 1.6 V:26							
160063	w	w  	w	w	conj.	and	
160064	yql	yql  	!y!ql[	/q-l/	vb G prefc. 3 m. sg.	to fall (down)	DULAT cites /q-l/: w yql ảḥ[d].
160065	aḥd	aḥ[d         ]         	aḥd/	ảḥd	num. m. sg. abs. nom.	one	
# KTU 1.6 V:27							
160066	štxx	štxx[                      ]                      	?	?	?	?	
# KTU 1.6 V:28							
160067	dl	dl[                           ]                           	?	?	?	?	dl 'poor'?
# KTU 1.6 V:29							
160068	š	š[                           ]                           	?	?	?	?	
# KTU 1.6 V:30							
160069		…	?	?	?	?	
# KTU 1.6 VI:1							
160070	xxxxxxx	[xxxxxxx  ]  	?	?	?	?	
160071	ṭrdh	[ṭ]rdh	ṭrd[+h	/ṭ-r-d/	vb G suffc. 3 m. sg. + 3 m. sg. suff.	to expel, throw out	DULAT cites /ṭ-r-d/ here.
# KTU 1.6 VI:2							
160072	xxxxxxx	[xxxxxxx  ]  	?	?	?	?	
160073	gršh	[g]ršh	grš[+h	/g-r-š/	vb G suffc. 3 m. sg. + 3 m. sg. suff.	to drive out, evict	DULAT cites /g-r-š/ here (broken context).
# KTU 1.6 VI:3							
160074	xxxxx	[xxxxx ] 	?	?	?	?	
160075	k	[k ] 	k(I)	k (I)	prep.	like	
160076	ˤṣr	[ʿṣ]r  	ˤṣr(I)/	ʕṣr (I)	n. f. sg. abs. gen.	bird	k ˤṣr 'like a bird'.
160077	u	u	?	?	?	?	
# KTU 1.6 VI:4							
160078	dnh	[dnh  ]  	?	?	?	?	
160079	ytn	[ytn  ]  	ytn[	/y-t-n/	vb G suffc. 3 m. sg.	to give	
160080	aḫh	[aḫ]h	aḫ(I)/+h	ảḫ (I)	n. m. sg. cstr. acc. + 3 m. sg. suff.	brother (by blood)	
# KTU 1.6 VI:5							
160081	xxxxxxxxx	[xxxxxxxxx]  	?	?	?	?	
160082	mt	mt	mt(II)/	mt (II)	DN m. sg. abs.	Môt	
# KTU 1.6 VI:6							
160083	xxxxxx	[xxxxx]x    	?	?	?	?	
160084	gmr	gmr  	gmr/	gmr	n. m. sg. cstr.	champion, fighter	gmr limm 'champion of the peoples' (DULAT, broken context).
160085	limm	limm	lim(I)/m	lỉm (I)	n. m. pl. abs. gen.	people, clan	
# KTU 1.6 VI:7							
160086	xxxxxx	[xxxxx]x    	?	?	?	?	
160087	bn	bn  	bn(I)/	bn (I)	n. m. sg. cstr.	son	
160088	ilm	ilm  	il(I)/m	ỉl (I)	n. m. pl. abs. gen.	god	Or il + encl. -m: 'son of El'.
160088	ilm	ilm  	il(I)/~m	ỉl (I)	n. m. sg. abs. gen + encl. -m	god	bn ilm mt: il + encl. -m (sg. 'El/god'); EUPT reads sg. il + EP -m.
160089	mt	mt	mt(II)/	mt (II)	DN m. sg. abs.	Môt	
# KTU 1.6 VI:8							
160090	xxu	[xx]u    	?	?	?	?	= [yš/tš]u?
160091	šbˤt	šbʿt  	šbˤ(I)/t	šbʕ (I)	n. num. f. sg.	seven	
160092	ġlmh	ġlmh	ġlm/+h	ġlm	n. m. pl. cstr. + 3 m. sg. suff.	boy, lad	'his seven lads' (Mot's; DULAT: šbˤt ġlmh).
# KTU 1.6 VI:9							
160093	w	[w ] 	w	w	conj.	and	
160094	ˤn	ʿn  	ˤn(y(I)[	/ʕ-n-y/ (I)	vb G suffc. 3 m. sg.	to answer	Answer formula (cf. II:13); DULAT cites /ʕ-n/ 'to see' here.
160095	bn	bn  	bn(I)/	bn (I)	n. m. sg. cstr. nom.	son	
160096	ilm	ilm 	il(I)/m	ỉl (I)	n. m. pl. abs. gen.	god	
160096	ilm	ilm 	il(I)/~m	ỉl (I)	n. m. sg. abs. gen + encl. -m	god	bn ilm mt: il + encl. -m (sg. 'El/god'); EUPT reads sg. il + EP -m.
160097	mt	mt	mt(II)/	mt (II)	DN m. sg. abs. nom.	Môt	
# KTU 1.6 VI:10							
160098	p	p 	p(I)	p (I)	conj. functor	and	DULAT: p hn aḫym ytn bˤl spuy 'Behold, Baal has given my own brothers as my food' (Mot).
160099	hn	hn  	hn	hn	deictic functor	behold!	
160100	aḫym	aḫym  	aḫ(I)/+y~m	ảḫ (I)	n. m. pl. cstr. acc. + 1 c. sg. suff. + encl. -m	brother (by blood)	'my (own) brothers'.
160101	ytn	ytn  	ytn[	/y-t-n/	vb G suffc. 3 m. sg.	to give	
160102	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
160103	s	[[s]]	?	?	?	?	Incomplete spuy, rewritten at the start of VI:11 (scribal).
# KTU 1.6 VI:11							
160104	spuy	spuy  	!!sp(ʔ&u[/+y	/s-p-ʔ/	vb G inf. + 1 c. sg. suff.	food, devouring	'as my food' (DULAT: spủy).
160105	bnm	bnm  	bn(I)/~m	bn (I)	n. m. pl. cstr. acc. + encl. -m	son	DULAT cites -m (II) here: bnm umy 'the sons of my mother'.
160106	umy	umy  	um/+y	ủm	n. f. sg. cstr. gen. + 1 c. sg. suff.	mother	'my mother'.
160107	klyy	klyy	!!kly[/+y	/k-l-y/	vb G inf. + 1 c. sg. suff.	consuming, destruction	'(he has given) the sons of my mother as my consuming' (DULAT /k-l-y/).
# KTU 1.6 VI:12							
160108	yṯb	yṯb  	!y!ṯb[	/ṯ-b/	vb G prefc. 3 m. sg.	to return, turn back	DULAT cites /ṯ-b/ here: yṯb ˤm bˤl 'he returns to Baal' — not /y-ṯ-b/ 'sit'.
160109	ˤm	ʿm  	ˤm(I)	ʕm (I)	prep.	to, towards	
160110	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. gen.	Baʿlu/Baal	
160111	ṣrrt	ṣrrt	ṣrr(t/t	ṣrrt	n. f. sg. cstr. gen.	height(s)	
# KTU 1.6 VI:13							
160112	ṣpn	ṣpn  	ṣpn/	ṣpn	TN/DN gen.	Ṣapānu/Zaphon	
160113	yšl	yšl 	!y!(nš(ʔ&l[	/n-š-ʔ/	vb G prefc. 3 m. sg.	to raise	Scribal yšl for yšu (formula yšu gh w yṣḥ); l for u marked (ʔ&l.
160114	gh	gh  	g/+h	g	n. m. sg. cstr. acc. + 3 m. sg. suff.	(loud) voice	'he raises his voice' (Mot).
160115	w	w 	w	w	conj.	and	
160116	yṣḥ	yṣḥ	!y!ṣḥ[	/ṣ-ḥ/	vb G prefc. 3 m. sg.	to exclaim	
# KTU 1.6 VI:14							
160117	aḫym	aḫym  	aḫ(I)/+y~m	ảḫ (I)	n. m. pl. cstr. acc. + 1 c. sg. suff. + encl. -m	brother (by blood)	'my own brothers you gave, O Baal, as my food'.
160118	ytnt	ytnt  	ytn[t=	/y-t-n/	vb G suffc. 2 m. sg.	to give	
160119	bˤl	bʿl	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
# KTU 1.6 VI:15							
160120	spuy	spuy  	!!sp(ʔ&u[/+y	/s-p-ʔ/	vb G inf. + 1 c. sg. suff.	food, devouring	
160121	bnm	bnm  	bn(I)/~m	bn (I)	n. m. pl. cstr. acc. + encl. -m	son	
160122	umy	umy  	um/+y	ủm	n. f. sg. cstr. gen. + 1 c. sg. suff.	mother	
160123	kl	kl	!!kly[/+y	/k-l-y/	vb G inf. + 1 c. sg. suff.	consuming, destruction	MERGE WITH THE NEXT: kl+yy = klyy, split across lines VI:15/16.
# KTU 1.6 VI:16							
160124	yy	yy  	!!kly[/+y	/k-l-y/	vb G inf. + 1 c. sg. suff.	consuming, destruction	MERGE WITH THE PREVIOUS.
160125	ytˤn	ytʿn  	!y!tˤ[~n	/t-ʕ/	vb G prefc. 3 m. du.	to attack	Reciprocal: 'they attack each other like champions' (Mot and Baal); DULAT /t-ʕ/.
160126	k	k 	k(I)	k (I)	prep.	like	
160127	gmrm	gmrm	gmr/m	gmr	n. m. du. abs. gen.	champion, fighter	
# KTU 1.6 VI:17							
160128	mt	mt  	mt(II)/	mt (II)	DN m. sg. abs. nom.	Môt	mt ˤz bˤl ˤz 'Mot is strong, Baal is strong'.
160129	ˤz	ʿz  	ˤz[	/ʕ-z(-z)/	vb G suffc. 3 m. sg.	to be strong	
160130	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
160131	ˤz	ʿz  	ˤz[	/ʕ-z(-z)/	vb G suffc. 3 m. sg.	to be strong	
160132	yngḥn	yngḥn	!y!ngḥ[~n	/n-g-ḥ/	vb G prefc. 3 m. du.	to butt each other	'they gore each other like wild bulls' (DULAT).
160132	yngḥn	yngḥn	!y!](n]ngḥ[~n	/n-g-ḥ/	vb N prefc. 3 m. du.	to butt each other	EUPT: N-stem reciprocal, 'they gore each other'.
# KTU 1.6 VI:18							
160133	k	k 	k(I)	k (I)	prep.	like	
160134	rumm	rumm  	rum/m	rủm	n. m. du. abs. gen.	wild bull	
160135	mt	mt  	mt(II)/	mt (II)	DN m. sg. abs. nom.	Môt	
160136	ˤz	ʿz  	ˤz[	/ʕ-z(-z)/	vb G suffc. 3 m. sg.	to be strong	
160137	bˤl	bʿl	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
# KTU 1.6 VI:19							
160138	ˤz	ʿz  	ˤz[	/ʕ-z(-z)/	vb G suffc. 3 m. sg.	to be strong	
160139	ynṯkn	ynṯkn  	!y!nṯk[~n	/n-ṯ-k/	vb G prefc. 3 m. du.	to bite each other	'they bite each other like serpents' (DULAT).
160139	ynṯkn	ynṯkn  	!y!](n]nṯk[~n	/n-ṯ-k/	vb N prefc. 3 m. du.	to bite each other	EUPT: N-stem reciprocal, 'they bite each other'.
160140	k	k 	k(I)	k (I)	prep.	like	
160141	bṯnm	bṯnm	bṯn/m	bṯn	n. m. du. abs. gen.	serpent	
# KTU 1.6 VI:20							
160142	mt	mt  	mt(II)/	mt (II)	DN m. sg. abs. nom.	Môt	
160143	ˤz	ʿz  	ˤz[	/ʕ-z(-z)/	vb G suffc. 3 m. sg.	to be strong	
160144	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
160145	ˤz	ʿz  	ˤz[	/ʕ-z(-z)/	vb G suffc. 3 m. sg.	to be strong	
160146	ymṣḫn	ymṣḫn	!y!mṣḫ[~n	/m-ṣ-ḥ/	vb G prefc. 3 m. du.	to drag each other	'they drag each other like coursers'.
160146	ymṣḫn	ymṣḫn	!y!](n]mṣḫ[~n	/m-ṣ-ḥ/	vb N prefc. 3 m. du.	to drag each other	EUPT: N-stem reciprocal, 'they drag each other'.
# KTU 1.6 VI:21							
160147	k	k 	k(I)	k (I)	prep.	like	
160148	lsmm	lsmm  	lsm/m	lsm	n. m. du. abs. gen.	swift (courser)	DULAT: lsm 'swift', pl./du. lsmm.
160149	mt	mt  	mt(II)/	mt (II)	DN m. sg. abs. nom.	Môt	
160150	ql	ql	ql[	/q-l/	vb G suffc. 3 m. sg.	to fall (down)	mt ql bˤl ql 'Mot falls, Baal falls' (DULAT).
# KTU 1.6 VI:22							
160151	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
160152	ql	ql  	ql[	/q-l/	vb G suffc. 3 m. sg.	to fall (down)	
160153	ˤln	ʿln  	ˤl(I)~n	ʕl (I)	prep. + morph. -n	above	DULAT cites ʕl (I) + -n (I): ˤln špš tṣḥ 'from above Šapšu calls'.
160154	špš	špš	špš/	špš	DN f. sg. abs. nom.	Šapšu/Shapsh	
# KTU 1.6 VI:23							
160155	tṣḥ	tṣḥ  	!t!ṣḥ[	/ṣ-ḥ/	vb G prefc. 3 f. sg.	to exclaim, call	
160156	l	l 	l(I)	l (I)	prep.	to	
160157	mt	mt  	mt(II)/	mt (II)	DN m. sg. abs. gen.	Môt	
160158	šmˤ	šmʿ  	!!šmˤ[	/š-m-ʕ/	vb G impv. m. sg.	to hear	'Hear now, O divine Mot'.
160159	mˤ	mʿ	mˤ(I)	mʕ (I)	postpositional emph. adv.	please!	
# KTU 1.6 VI:24							
160160	l	l 	l(IV)	l (IV)	interj.	oh!	DULAT cites l (IV) here.
160161	bn	bn  	bn(I)/	bn (I)	n. m. sg. cstr. nom.	son	
160162	ilm	ilm  	il(I)/m	ỉl (I)	n. m. pl. abs. gen.	god	Or il + encl. -m: 'son of El'.
160162	ilm	ilm  	il(I)/~m	ỉl (I)	n. m. sg. abs. gen + encl. -m	god	bn ilm mt: il + encl. -m (sg. 'El/god'); EUPT reads sg. il + EP -m.
160163	mt	mt  	mt(II)/	mt (II)	DN m. sg. abs. nom.	Môt	
160164	ik	ik  	ik	ỉk	interr. functor	how?, why?	'How can you fight with Mightiest Baal?'
160165	tmtḫ	tmtḫ	!t=!m]t]ḫṣ[	/m-ḫ-ṣ/	vb Gt prefc. 2 m. sg.	to fight	MERGE WITH THE NEXT: tmtḫ+ṣ = tmtḫṣ, split across lines VI:24/25; DULAT: ik tmtḫṣ ˤm aliyn bˤl.
# KTU 1.6 VI:25							
160166	ṣ	ṣ  	!t=!m]t]ḫṣ[	/m-ḫ-ṣ/	vb Gt prefc. 2 m. sg.	to fight	MERGE WITH THE PREVIOUS.
160167	ˤm	ʿm  	ˤm(I)	ʕm (I)	prep.	with	
160168	aliyn	aliyn  	aliyn/	ảlỉyn	adj. m. sg. abs. gen.	The Very / Most Powerful	
160169	bˤl	bʿl	bˤl(II)/	bʕl (II)	DN m. sg. abs. gen.	Baʿlu/Baal	
# KTU 1.6 VI:26							
160170	ik	ik  	ik	ỉk	interr. functor	how?, why?	
160171	al	al  	al(II)	ảl (II)	pos. functor	surely	DULAT cites ảl (II): ik al yšmˤk 'how will Bull El your father (not) hear you?'.
160172	yšmˤk	yšmʿk  	!y!šmˤ[+k	/š-m-ʕ/	vb G prefc. 3 m. sg. + 2 m. sg. suff.	to hear	
160173	ṯr	ṯr	ṯr(I)/	ṯr (I)	n. m. sg. cstr. nom.	bull	Epithet of El.
# KTU 1.6 VI:27							
160174	il	il  	il(I)/	ỉl (I)	DN m. sg. abs. gen.	ʾIlu/El	
160175	abk	abk  	ab/+k	ảb	n. m. sg. cstr. nom. + 2 m. sg. suff.	father	'your father' (El, to Mot).
160176	l	l  	l(III)	l (III)	functor	surely	DULAT cites l (III): l ysˤ … l yhpk … l yṯbr.
160177	ysˤ	ysʿ  	!y!(nsˤ(I)[	/n-s-ʕ/ (I)	vb G prefc. 3 m. sg.	to pull out	'surely he will pull out the support of your seat' (UNP).
160178	alt	alt	al(t(II)/t=	ảlt (II)	n. f. pl. cstr. acc.	support, pillar	
# KTU 1.6 VI:28							
160179	ṯbtk	ṯbtk  	ṯb(t/t+k	ṯbt	n. f. sg. cstr. gen. + 2 m. sg. suff.	seat	'your seat'.
160180	l	l 	l(III)	l (III)	functor	surely	
160181	yhpk	yhpk  	!y!hpk[	/h-p-k/	vb G prefc. 3 m. sg.	to overturn	
160182	ksa	ksa  	ks(u/&a	ks/śủ	n. m. sg. cstr. acc.	seat, throne	'the throne of your kingship' (acc. -a).
160183	mlkk	mlkk	mlk(II)/+k	mlk (II)	n. m. sg. cstr. gen. + 2 m. sg. suff.	kingdom	'the throne of your kingdom' (acc. ksa).
# KTU 1.6 VI:29							
160184	l	l  	l(III)	l (III)	functor	surely	
160185	yṯbr	yṯbr  	!y!ṯbr[	/ṯ-b-r/	vb G prefc. 3 m. sg.	to break, shatter	
160186	ḫṭ	ḫṭ  	ḫṭ/	ḫṭ	n. m. sg. cstr. acc.	sceptre, rod	
160187	mṯpṭk	mṯpṭk	mṯpṭ/+k	mṯpṭ	n. m. sg. cstr. gen. + 2 m. sg. suff.	rule, judgeship	'your rule'; DULAT lists only PN mṯpṭ — common noun < /ṯ-p-ṭ/.
# KTU 1.6 VI:30							
160188	yru	yru  	!y!(yr(ʔ[&u	/y-r-ʔ/	vb G prefc. 3 m. sg.	to be afraid	'Divine Mot is afraid' (UNP).
160189	bn	bn 	bn(I)/	bn (I)	n. m. sg. cstr. nom.	son	
160190	il	il  	il(I)/	ỉl (I)	DN m. sg. abs. gen.	ʾIlu/El	
160191	mt	mt  	mt(II)/	mt (II)	DN m. sg. abs. nom.	Môt	
160192	ṯtˤ	ṯtʿ  	ṯtˤ[	/ṯ-t-ʕ/	vb G suffc. 3 m. sg.	to be frightened	'the Beloved of El, the Hero, is scared'.
160192	ṯtˤ	ṯtʿ  	!!ṯtˤ[/	/ṯ-t-ʕ/	vb G inf.	to be frightened	EUPT: G inf. (parallel yru, 'in fear').
160193	y	y	ydd(I)/	ydd (I)	adj. m. sg. abs. nom.	loved	MERGE WITH THE NEXT: y+dd = ydd, split across lines VI:30/31.
# KTU 1.6 VI:31							
160194	dd	dd  	ydd(I)/	ydd (I)	adj. m. sg. abs. nom.	loved	MERGE WITH THE PREVIOUS.
160195	il	il  	il(I)/	ỉl (I)	DN m. sg. abs. gen.	ʾIlu/El	
160196	ġzr	ġzr  	ġzr/	ġzr	n. m. sg. abs. nom.	lad, hero	
160197	yˤr	yʿr  	!y!ˤr[	/ʕ-r/	vb G prefc. 3 m. sg.	to be agitated	DULAT: yˤr mt b qlh 'Mot trembles at her voice'; also cited s.v. /y-ʕ-r/ 'to be frightened'.
160197	yˤr	yʿr  	yˤr[	/y-ʕ-r/	vb G suffc. 3 m. sg.	to be frightened	
160198	mt	mt	mt(II)/	mt (II)	DN m. sg. abs. nom.	Môt	
# KTU 1.6 VI:32							
160199	b	b 	b	b	prep.	at	
160200	qlh	qlh  	ql(I)/+h=	ql (I)	n. m. sg. cstr. gen. + 3 f. sg. suff.	voice	b qlh 'at her voice' (Šapšu; DULAT: yˤr mt b qlh 'Mot trembles at her voice').
160200	qlh	qlh  	ql[+h	/q-l/	vb G suffc. 3 m. sg. + 3 m. sg. suff.	to fall (down)	DULAT cites /q-l/ at this line.
160201	yšu	yš[u  ]  	!y!(nš(ʔ[&u	/n-š-ʔ/	vb G prefc. 3 m. sg.	to raise	
160202	gh	[gh  ]  	g/+h	g	n. m. sg. cstr. acc. + 3 m. sg. suff.	(loud) voice	
160203	w	[w ] 	w	w	conj.	and	
